GEOID,White,Black,AIAN,Asian,NHPI,Hispanic
06037310703,3650,18,0,518,0,1005
06037400208,969,0,0,132,0,212
06037701502,2275,309,0,161,0,846
06037104701,12,30,0,9,14,3851
06037271600,2093,183,6,1974,0,858
06037433304,140,33,0,1203,7,2589
06037535200,4,789,82,0,0,4846
06037576700,2104,152,0,185,73,1325
06037571900,2695,804,0,910,0,1267
06037277000,3443,247,67,692,20,1234
06037460900,1399,683,0,660,0,3388
06037137301,1657,14,0,162,0,121
06037265304,1097,142,11,1250,0,474
06037192610,659,141,0,585,0,2571
06037192700,743,95,0,354,0,1827
06037122420,416,3,0,172,0,4671
06037228210,5,267,0,54,0,3372
06037552001,377,253,53,499,0,2671
06037609900,439,148,0,143,8,921
06037920048,1744,106,4,234,0,3252
06037104124,1421,415,6,191,0,1988
06037215101,1673,127,0,359,0,584
06037234002,122,1159,0,32,0,1508
06037239801,23,921,0,0,0,3179
06037400602,586,115,10,214,0,3425
06037191420,543,26,0,456,0,1952
06037265602,2398,34,0,340,0,95
06037920121,3907,1086,0,3465,0,2196
06037189201,1767,33,0,177,0,727
06037542900,0,449,0,1,0,3064
06037600100,6,2233,18,0,0,4889
06037137501,3218,234,0,1154,0,537
06037238400,73,3030,0,60,4,937
06037403409,533,41,0,2476,22,762
06037408626,218,230,0,2661,0,632
06037920035,2141,274,4,257,0,5260
06037980009,1,0,0,1,0,3
06037292001,216,370,0,1188,0,2638
06037296401,1593,312,5,235,0,1057
06037310202,3235,54,7,525,0,431
06037408625,464,24,0,1937,0,1436
06037700502,2739,229,0,331,0,541
06037700801,3048,213,0,491,0,234
06037141102,1845,181,0,89,0,377
06037702801,2226,172,37,1839,0,954
06037239330,0,267,0,0,0,2834
06037534802,39,4,0,17,0,2406
06037575802,348,128,0,230,57,3399
06037980035,50,0,0,68,6,514
06037131701,1174,233,0,1219,0,2089
06037212501,390,92,0,403,0,963
06037113237,1924,463,0,794,0,1291
06037265523,1237,0,0,360,8,309
06037139401,1532,246,0,121,0,430
06037500600,98,17,0,82,0,5660
06037531603,53,16,0,6,25,3383
06037534001,28,0,0,0,0,5126
06037117301,1148,165,0,366,0,1740
06037236204,68,1410,0,135,0,1668
06037273800,1822,65,8,209,0,627
06037464000,2744,166,0,1433,12,853
06037216302,1569,341,0,377,0,589
06037460502,2703,37,10,1532,0,247
06037433903,215,0,30,497,0,4681
06037910602,585,845,0,135,28,2945
06037232602,61,1767,0,0,0,3679
06037480500,2630,42,0,1336,14,959
06037503105,304,22,0,483,12,2447
06037910213,571,8,24,44,0,716
06037273902,2803,304,0,277,29,322
06037900506,820,1447,0,1,1,2485
06037195804,616,40,24,336,29,1406
06037238100,181,3246,0,36,0,1541
06037432202,150,38,4,2323,0,1029
06037980002,0,0,0,0,0,0
06037462302,1068,370,0,413,0,1334
06037480303,285,247,0,2390,0,1415
06037530006,581,9,0,1104,0,2881
06037201501,461,251,55,761,0,3914
06037213310,85,32,45,954,0,1403
06037461400,1483,159,5,130,0,852
06037131600,860,398,0,853,0,2460
06037217200,949,950,10,283,19,1501
06037651304,2922,0,155,1014,0,552
06037183620,730,11,0,421,0,1842
06037231901,0,324,0,4,0,3107
06037602103,238,1207,0,177,0,3839
06037536103,109,46,0,18,0,4909
06037135115,1155,159,48,1911,0,459
06037232601,0,478,39,59,0,1112
06037236203,140,1607,0,11,0,1645
06037124102,1129,285,0,684,0,1346
06037224320,0,59,14,176,0,3319
06037401705,1064,142,0,163,16,1107
06037207502,1034,197,0,1984,0,460
06037221602,86,96,0,183,0,1858
06037543501,350,401,0,3315,0,2166
06037104704,350,282,3,133,0,3809
06037207306,849,360,0,387,0,379
06037297120,615,307,0,209,49,2241
06037120030,268,16,14,142,0,2119
06037211703,302,100,0,2375,0,1514
06037461600,816,1123,0,804,0,2180
06037533300,11,0,0,26,0,3024
06037535802,89,32,0,10,18,6115
06037980018,0,0,0,0,0,0
06037197420,1530,257,0,382,0,1267
06037400206,2803,55,14,946,38,1262
06037530204,43,0,0,169,0,3477
06037224701,774,223,0,799,0,441
06037542602,53,1365,0,0,0,3818
06037910504,421,748,0,210,0,2633
06037216902,831,278,9,109,0,407
06037900510,301,1548,0,104,0,1786
06037131801,444,35,0,565,0,1737
06037540202,184,358,0,143,0,6455
06037553000,836,223,0,369,20,3520
06037120105,174,32,0,325,0,2164
06037403407,255,30,0,1677,0,277
06037432402,239,1,0,1914,19,3170
06037111202,2151,119,47,1340,0,1754
06037301602,1330,75,18,245,0,1649
06037404902,99,12,0,1073,0,2113
06037502402,99,9,0,82,0,3234
06037229100,47,482,0,0,0,3942
06037302103,3088,1,0,434,0,1356
06037405002,106,2,15,383,0,2730
06037406500,427,118,0,2700,0,4367
06037106645,2053,8,75,387,0,1000
06037302504,1908,31,0,327,0,1130
06037910405,425,1015,0,135,0,4124
06037920046,896,184,0,157,0,2275
06037194300,2303,39,0,64,18,350
06037294410,524,1113,0,685,133,2532
06037122410,283,58,0,252,0,3376
06037261200,2741,45,0,431,0,447
06037502901,579,28,0,56,0,4610
06037570305,291,823,0,317,0,3286
06037575401,256,665,0,59,0,3261
06037600400,89,2700,0,122,0,827
06037106407,201,137,0,74,0,1908
06037460301,1453,1770,18,293,0,841
06037980023,0,0,0,30,0,0
06037113423,785,49,0,224,0,1674
06037141600,2976,103,0,321,0,461
06037204920,68,49,0,0,0,2331
06037207902,2095,752,0,2886,0,955
06037211410,241,137,12,1208,0,1243
06037213402,218,215,17,739,1,3225
06037221210,234,142,0,246,0,2209
06037405600,421,176,0,1437,0,3656
06037531502,28,90,0,0,0,3091
06037576001,2713,704,150,719,0,1404
06037980015,149,264,0,118,0,498
06037119340,127,118,0,90,0,3413
06037204410,68,0,0,33,0,2278
06037267101,1866,0,0,471,0,378
06037501900,1182,35,9,134,0,2744
06037533103,29,0,0,0,0,3160
06037203800,88,27,0,78,0,4610
06037237300,133,2223,18,27,0,3105
06037535102,45,449,0,11,12,4005
06037543100,4,2207,0,18,0,4105
06037553503,69,210,0,0,0,2734
06037576801,1437,311,23,383,0,1297
06037577604,1225,37,0,14,0,250
06037119342,180,25,13,525,0,2033
06037241002,34,1156,0,0,0,2477
06037800104,2734,82,0,256,0,308
06037208610,321,161,2,1374,159,2169
06037404702,113,57,5,1447,0,3090
06037542103,30,375,0,6,0,2866
06037570100,470,296,0,941,63,996
06037570602,339,625,0,2414,0,2098
06037800328,868,0,0,214,0,175
06037920102,2189,50,0,759,0,1375
06037203601,11,17,0,54,0,2582
06037301205,1642,0,0,223,0,125
06037124105,530,123,6,112,0,1292
06037276101,1027,706,0,742,0,668
06037311100,2086,31,0,490,0,1345
06037482600,650,60,0,4169,0,1340
06037574300,3643,278,16,461,0,1991
06037650701,1144,18,0,812,11,432
06037261104,1350,0,0,90,0,70
06037432001,390,60,8,1347,0,338
06037501302,865,30,0,172,4,3425
06037532302,46,17,0,96,0,4463
06037242600,4,1714,18,0,0,2906
06037273700,1878,84,0,107,0,504
06037430901,731,203,0,498,0,2355
06037620701,3856,228,33,1366,0,1038
06037194500,1658,86,0,160,0,125
06037400605,1726,203,0,2609,0,2311
06037920303,816,108,0,427,0,91
06037408627,229,25,0,1802,0,548
06037530102,665,8,0,273,0,3830
06037201601,143,145,0,212,0,1763
06037211500,1544,205,0,1179,0,796
06037208401,141,358,9,967,8,2306
06037571800,1389,313,0,396,0,767
06037139001,3850,32,10,393,0,877
06037228420,0,99,0,0,0,2790
06037310400,2005,101,13,332,0,683
06037137000,3341,125,0,483,3,690
06037463601,2906,381,0,1531,0,1074
06037570701,1795,1452,0,1708,49,2016
06037573401,403,114,5,257,24,622
06037433200,303,39,20,1568,117,3961
06037125321,1398,139,0,273,0,881
06037224200,94,76,0,65,0,1887
06037409100,391,87,4,1512,34,3415
06037481001,541,315,8,2266,0,1292
06037195202,2234,37,0,209,8,639
06037601303,191,3608,0,80,0,1471
06037408138,177,65,0,256,0,4367
06037214902,1877,98,0,178,0,139
06037235202,220,2395,0,0,0,952
06037120107,181,37,0,286,12,3561
06037501802,760,136,0,140,16,2051
06037602511,7,2350,0,40,0,1699
06037224020,131,224,12,69,0,2133
06037402001,1142,447,0,668,0,1757
06037532606,104,31,10,9,0,3898
06037460501,2526,20,0,2092,0,252
06037500800,203,0,0,18,0,4496
06037127220,542,99,0,589,0,3350
06037534002,230,20,0,48,0,3666
06037574901,2274,81,20,391,0,846
06037554513,189,150,19,1654,125,240
06037570800,2061,297,24,797,0,1761
06037131200,1875,150,0,268,0,1324
06037530801,334,3,160,325,0,5047
06037211921,78,62,51,956,6,729
06037183810,777,8,0,122,0,3094
06037311602,2474,318,0,517,18,920
06037139701,4935,122,0,105,0,352
06037143606,1010,247,0,262,0,174
06037800324,4407,59,0,737,23,608
06037543607,333,262,0,2421,40,1767
06037192300,1499,71,0,333,0,621
06037503502,851,11,54,256,0,2637
06037651401,993,12,0,1018,0,245
06037910002,1697,0,31,90,100,5279
06037408705,411,22,5,4049,0,979
06037108102,1735,57,0,1226,0,362
06037576403,481,571,0,555,10,2918
06037980011,21,28,0,0,0,52
06037204910,151,0,0,0,0,3193
06037573700,2348,163,0,651,0,2024
06037222001,267,513,7,161,0,1828
06037602403,477,585,0,124,16,2982
06037119801,234,1,0,354,0,2075
06037128102,719,175,11,405,0,3540
06037190202,1138,476,0,468,0,472
06037461901,690,331,0,420,18,3025
06037533901,31,246,0,0,0,4816
06037577800,631,3,0,561,0,3460
06037243002,24,97,0,56,5,2507
06037408213,273,122,0,3188,62,2003
06037900808,1034,978,15,62,31,2804
06037121101,580,69,0,119,0,2535
06037232110,18,428,0,16,0,2924
06037700902,4184,64,0,1099,0,689
06037216901,1004,864,0,112,22,377
06037461902,840,137,28,479,0,416
06037219902,593,462,0,66,0,2263
06037533504,31,8,0,19,0,3821
06037800337,1779,174,0,315,0,542
06037189903,1542,112,0,134,0,316
06037229200,4,288,0,53,0,4129
06037231400,198,754,0,198,3,3190
06037541603,18,185,0,19,0,2588
06037134421,2665,83,18,640,0,484
06037195500,2499,24,0,859,0,1404
06037500202,2136,5,0,553,0,1836
06037500500,81,2,6,83,0,2648
06037571704,206,679,26,370,0,2445
06037432101,473,0,0,3255,51,746
06037117407,59,39,0,50,0,2971
06037262400,2317,52,0,134,0,239
06037460302,960,1158,7,132,0,1714
06037294110,351,13,0,184,0,3300
06037216202,1108,576,0,260,0,491
06037262601,2677,28,0,337,0,135
06037404504,174,145,0,902,0,3420
06037601212,204,1378,0,96,0,3306
06037267502,1815,23,0,440,0,861
06037920110,1401,0,0,619,0,632
06037920341,264,19,34,234,9,2392
06037531201,0,12,0,0,23,4145
06037119341,145,70,0,693,27,1798
06037127804,952,176,75,523,282,2325
06037276400,2806,290,0,509,14,583
06037554519,267,178,0,2525,0,149
06037602601,162,2972,0,221,0,1415
06037189702,1715,219,0,19,0,293
06037228410,16,55,0,52,0,2895
06037900704,623,1180,0,219,0,1150
06037533402,18,0,0,0,0,3970
06037551502,451,239,4,360,13,3450
06037195802,613,10,0,724,0,1385
06037602700,221,2333,0,216,0,638
06037125322,737,136,0,161,0,846
06037131100,1267,6,0,286,0,1331
06037481103,155,14,0,2864,0,2053
06037550601,524,283,0,387,0,4601
06037980025,5,340,4,37,0,20
06037143802,1696,59,0,281,0,86
06037408505,210,38,13,1239,0,873
06037460401,236,350,0,161,0,280
06037700400,3579,58,0,366,0,276
06037901014,1745,673,22,488,0,1946
06037109400,472,17,0,224,0,2863
06037191901,2138,420,0,355,15,906
06037403327,543,100,0,926,0,772
06037403703,1726,62,0,757,0,2037
06037433506,3,10,0,727,0,2839
06037920017,2289,60,0,138,0,1530
06037121802,621,206,0,221,0,2131
06037123800,3518,65,26,285,0,1211
06037405201,162,16,68,855,0,4240
06037603301,239,34,0,1707,0,1245
06037190401,1466,239,0,141,0,813
06037293306,821,123,0,525,0,883
06037183103,1186,68,0,350,0,2526
06037209300,343,797,0,540,0,3073
06037407101,59,0,0,470,0,3776
06037125310,1569,797,0,356,0,1248
06037271100,1122,18,3,507,0,451
06037293304,777,293,0,503,0,3092
06037311200,1952,27,0,143,0,919
06037111204,2566,70,17,1477,0,1372
06037294510,149,31,0,243,0,3938
06037186203,1402,17,0,176,0,1035
06037271703,1389,44,0,722,64,391
06037480002,594,33,0,2424,0,619
06037910713,419,1046,23,83,0,5435
06037552002,328,36,34,582,17,2301
06037980003,0,0,0,0,0,0
06037433804,100,74,90,516,0,3801
06037532800,2,141,0,27,0,4121
06037920016,2749,146,12,405,0,1583
06037536104,119,173,0,45,0,3134
06037543701,146,117,0,1160,5,1554
06037603703,499,210,0,500,157,1185
06037464102,976,40,0,2830,16,411
06037602510,204,1169,109,137,0,2287
06037272302,1534,145,0,370,0,1676
06037920119,709,108,0,307,0,610
06037134904,990,154,0,1170,0,2229
06037207308,629,171,0,213,0,172
06037571703,312,529,0,530,0,1967
06037574602,647,79,0,280,0,197
06037125200,2199,324,0,209,0,1163
06037218110,408,696,12,278,0,1721
06037236001,1299,1979,0,115,67,376
06037543803,394,292,0,1675,80,1569
06037980019,65,0,0,10,0,0
06037128210,534,185,0,234,0,3965
06037406300,1087,46,203,1866,0,2238
06037551001,546,22,0,175,0,2401
06037403408,401,89,29,4509,0,1097
06037555002,779,304,0,499,387,1691
06037576904,1028,483,9,185,0,1286
06037241201,25,1097,0,40,0,1940
06037504001,1954,77,11,1036,0,1864
06037276500,2756,317,13,938,0,1126
06037502005,803,37,0,10,0,3412
06037194102,1681,53,0,391,0,328
06037294900,87,499,0,78,0,3381
06037430200,602,26,0,273,0,128
06037480304,298,28,0,2419,0,1346
06037800202,5114,186,25,360,0,225
06037910709,713,77,0,17,0,847
06037602104,225,929,0,294,0,4019
06037901217,1011,0,0,182,0,285
06037910217,734,1111,50,521,34,2965
06037132302,679,84,0,620,0,1659
06037264103,2003,30,0,198,0,420
06037620904,2526,0,0,50,0,103
06037481605,57,38,0,1661,0,1021
06037980034,0,0,0,0,0,0
06037232800,33,466,7,0,0,3613
06037408140,25,15,0,186,0,3183
06037600902,480,3149,0,83,0,1997
06037603007,268,1078,0,669,0,1071
06037603101,653,395,120,1442,0,2105
06037269300,2900,12,0,179,0,278
06037300601,3280,148,0,1276,0,1053
06037406103,1558,537,0,747,14,4938
06037461501,1014,584,5,275,0,1399
06037195300,1649,108,0,218,0,829
06037401312,1702,48,1,1019,0,1567
06037503202,408,73,9,276,20,3367
06037536102,546,71,14,18,0,2620
06037536202,171,25,0,0,0,3992
06037554514,572,507,0,2217,59,1052
06037139704,2459,16,0,73,0,99
06037239202,48,542,9,4,0,4776
06037910601,637,522,26,23,0,5144
06037264000,2605,0,0,162,0,202
06037461700,723,71,0,196,0,264
06037533603,228,45,24,0,42,5915
06037540501,470,557,0,81,0,4305
06037575002,1867,580,6,509,0,1348
06037650801,562,63,0,2732,0,421
06037910809,1427,44,0,100,0,503
06037231902,38,224,0,0,0,2933
06037430723,884,50,147,2235,0,1465
06037463700,2081,126,0,553,0,532
06037480012,735,95,0,2728,42,926
06037601402,296,90,0,105,12,3922
06037602201,1047,292,0,929,0,1920
06037113212,1030,103,1,805,0,764
06037191810,638,411,8,118,14,1544
06037229410,21,286,0,0,0,3555
06037267202,2479,162,0,836,0,96
06037400207,2323,88,62,490,0,1428
06037482301,201,54,82,3539,128,824
06037131900,1423,19,0,485,0,1801
06037980010,12,0,0,73,1,53
06037211420,434,91,0,855,0,2034
06037980012,0,13,0,0,0,7
06037262604,4584,111,0,313,0,250
06037106604,216,118,0,181,0,3800
06037201120,458,99,23,268,0,2958
06037602602,143,1475,10,158,0,737
06037700101,3807,292,0,414,39,625
06037186403,367,79,0,363,0,1623
06037192420,488,92,79,1228,0,1366
06037402902,759,232,9,793,31,5033
06037103401,1699,4,15,439,0,308
06037555105,789,733,33,1696,11,2687
06037240200,40,1128,41,11,0,4499
06037113232,2499,234,0,803,0,915
06037460601,2778,13,0,1485,0,713
06037532102,225,6,18,652,1,2733
06037900805,2142,427,19,286,9,2887
06037407901,386,57,0,577,0,3163
06037128602,1611,136,1,145,0,590
06037190510,1254,246,0,609,0,1665
06037533105,16,0,0,0,0,2460
06037574902,1757,796,0,1222,27,1563
06037400404,2698,0,0,422,0,664
06037550201,252,58,0,299,0,2259
06037237720,0,471,11,1,0,2915
06037910714,214,376,0,88,0,3194
06037188201,1780,76,11,301,0,574
06037543603,618,962,0,921,0,945
06037575103,883,791,0,619,18,2614
06037403328,713,40,0,3249,10,1076
06037670500,957,101,0,261,0,108
06037700300,4085,201,0,235,0,669
06037910216,2258,558,0,178,0,2073
06037900611,145,980,0,380,0,2755
06037203710,62,12,15,14,0,3354
06037575801,144,457,7,47,41,1478
06037104822,33,0,0,101,0,2034
06037293301,678,119,19,1149,0,457
06037297300,1081,78,0,74,12,673
06037402102,407,600,0,421,0,3557
06037481404,104,4,0,3045,0,711
06037550202,437,39,0,493,0,4083
06037570204,591,511,0,554,0,2879
06037102107,2552,20,30,266,0,606
06037132501,1383,141,0,325,0,2635
06037234001,228,1700,0,39,0,412
06037552900,1302,200,0,992,0,3955
06037574000,3017,223,0,643,0,970
06037651302,3502,0,0,1351,0,646
06037911001,2098,28,0,0,0,1357
06037603902,417,0,0,320,0,2614
06037115403,717,167,0,338,0,1869
06037430005,503,295,0,1078,0,1760
06037189703,1009,392,0,315,0,129
06037271803,1206,323,0,424,0,922
06037530302,176,14,0,120,0,5875
06037535604,29,0,6,11,0,4196
06037920115,1973,408,39,612,0,757
06037980028,0,0,0,0,0,0
06037190102,1138,38,0,295,0,606
06037241400,59,855,1,66,0,2804
06037601001,122,951,0,69,0,959
06037542502,47,1040,0,0,0,3452
06037910505,354,209,0,91,0,2429
06037222600,581,615,0,1178,0,2691
06037431003,876,523,0,592,0,2587
06037534201,92,19,0,15,0,3971
06037115104,1376,551,143,936,0,1244
06037261102,3318,135,0,211,0,188
06037189905,1437,206,0,89,0,577
06037224420,138,98,11,119,0,1772
06037301701,1617,28,0,412,0,497
06037482101,163,0,0,3171,0,1183
06037570002,863,314,29,257,0,995
06037575402,210,495,0,162,0,2864
06037294810,57,93,0,11,10,3607
06037406602,463,50,12,897,0,3168
06037231602,89,400,0,19,0,1213
06037276601,2643,126,42,380,0,672
06037460101,3515,381,0,527,0,626
06037222200,312,591,0,38,0,2454
06037273600,1612,0,0,142,0,342
06037401303,809,90,0,627,0,596
06037702803,962,364,0,264,0,1008
06037107010,166,8,29,68,0,2726
06037296402,1257,31,0,395,24,1314
06037310900,3109,3,0,1377,0,2041
06037430801,668,195,0,4295,17,1733
06037540400,32,132,0,0,0,1742
06037540901,161,1263,0,34,0,3675
06037535804,32,12,10,0,0,5975
06037123410,1368,32,0,228,0,1747
06037990200,0,0,0,0,0,0
06037480901,215,186,32,2245,0,975
06037122200,475,9,0,72,0,2920
06037400402,1949,113,0,715,0,1248
06037481712,77,0,0,4357,0,644
06037574202,921,139,5,265,0,785
06037186202,416,52,15,528,0,668
06037199700,315,155,0,577,10,1732
06037480703,1585,34,0,1629,0,730
06037703200,754,4207,67,276,0,167
06037137402,3390,785,0,268,0,970
06037265522,927,1,0,917,0,447
06037531800,34,0,0,0,0,4356
06037603706,122,225,0,159,0,3030
06037800101,4520,85,0,533,0,352
06037113211,1937,508,5,738,0,659
06037297502,1253,22,0,197,0,859
06037550801,1018,18,0,85,0,3582
06037603702,1797,25,58,1112,0,1486
06037120010,163,36,0,225,0,2202
06037269800,1309,152,0,717,0,835
06037275101,523,118,0,113,0,148
06037237402,125,1174,0,3,0,2290
06037405800,677,219,0,854,0,3637
06037503702,1455,92,14,458,0,2880
06037242201,0,167,0,191,0,3577
06037205120,15,8,13,70,0,3303
06037402304,132,0,0,218,3,3550
06037104105,220,298,11,90,0,4686
06037206301,582,831,21,37,0,402
06037240302,9,518,0,0,0,2451
06037302201,2603,31,20,415,0,463
06037573601,3813,84,0,640,0,1504
06037277400,0,0,0,0,0,0
06037401311,3147,272,0,453,0,2897
06037403404,277,103,0,1400,0,374
06037930400,541,113,0,54,0,559
06037532700,2,38,0,12,0,3076
06037124201,725,129,0,199,0,2221
06037143102,1370,40,0,103,0,428
06037482404,288,15,0,2831,0,227
06037534502,178,0,1,0,0,2980
06037541700,116,744,0,15,0,4696
06037574201,1482,465,0,355,0,547
06037407702,191,4,118,1215,0,4866
06037901210,1218,44,0,52,25,243
06037115203,667,80,24,412,0,746
06037138000,3830,99,0,107,35,315
06037576901,584,360,8,719,0,3272
06037920040,1245,277,0,206,0,1425
06037121801,562,6,7,179,0,3442
06037211803,183,164,0,2193,0,1044
06037404501,132,49,0,145,14,2366
06037531504,0,0,0,0,0,3978
06037550502,837,7,0,619,0,2662
06037551101,451,143,0,299,0,2924
06037920329,4087,151,37,242,0,1412
06037216700,1285,1038,0,258,0,596
06037407001,200,0,0,643,0,5030
06037572600,125,297,0,1912,123,2392
06037603302,170,231,0,1981,0,1777
06037553902,219,199,0,141,96,5064
06037601202,200,45,0,221,0,3307
06037650606,1096,388,0,1786,6,769
06037187200,754,24,0,381,0,1614
06037265524,1767,8,0,524,0,251
06037406101,610,36,0,402,0,2077
06037532607,83,2,9,77,0,4967
06037575300,217,305,16,698,0,2761
06037123902,1347,161,0,282,0,928
06037402904,126,345,0,103,0,2976
06037240800,3,1140,0,112,0,3412
06037650903,1193,173,0,650,0,2458
06037575102,288,205,0,505,0,3225
06037533601,70,24,0,144,0,3989
06037121020,1100,46,0,179,0,2006
06037204120,33,24,0,3,0,2403
06037109500,269,58,0,139,0,3441
06037269601,411,1014,0,100,0,1862
06037462002,374,457,18,179,0,2509
06037533702,5,0,0,5,0,3662
06037901209,416,30,8,64,0,377
06037141700,2631,0,0,82,0,277
06037199201,122,41,0,1162,0,2251
06037408629,383,5,0,1475,0,1020
06037543606,642,483,0,1592,0,1302
06037106603,1688,262,0,632,0,985
06037536201,221,56,19,40,0,3223
06037577605,3341,88,30,325,0,780
06037600302,44,1570,0,0,49,984
06037650003,955,226,0,884,17,736
06037650605,668,117,0,1448,0,372
06037402705,371,153,0,196,0,2770
06037541801,59,768,0,0,0,4539
06037552301,193,416,0,744,64,3067
06037533204,14,0,0,15,39,4030
06037554201,458,210,18,347,0,2297
06037143101,1535,83,0,206,0,190
06037503701,1673,190,0,575,0,2348
06037190901,641,156,0,154,0,2409
06037204820,44,0,0,39,0,1983
06037275603,1132,63,0,648,0,773
06037194401,1555,155,0,274,0,446
06037267504,1467,53,0,855,0,803
06037297110,978,208,0,103,19,3021
06037297602,1467,109,0,192,0,1641
06037500403,116,518,0,244,0,2918
06037236400,364,3101,0,94,0,623
06037482503,38,0,9,2991,0,793
06037262301,2036,72,4,427,0,224
06037433302,12,0,26,693,0,1106
06037504101,571,123,20,692,0,3536
06037570402,143,1396,0,114,116,1529
06037599100,334,30,0,53,0,238
06037127805,783,178,0,83,0,2322
06037181600,1291,174,8,931,6,1385
06037501504,577,44,0,204,0,2353
06037550301,313,230,0,440,0,2836
06037570304,463,739,7,314,0,3235
06037600802,97,1867,0,2,0,398
06037226702,18,135,8,0,0,3832
06037111205,1319,85,0,1075,0,1029
06037267300,1517,638,0,764,0,899
06037403500,318,21,0,540,0,509
06037535702,77,17,0,48,0,5614
06037125502,2137,208,0,280,0,851
06037408004,174,434,0,707,0,1000
06037408141,79,27,0,640,0,3314
06037980005,0,0,0,0,0,0
06037133102,1810,33,38,700,0,1243
06037237900,236,2363,0,46,0,1113
06037463602,2227,466,0,1831,0,915
06037600911,282,781,6,30,0,2232
06037700802,2775,76,0,655,0,257
06037201402,307,0,0,592,0,3138
06037408302,257,129,0,260,0,2661
06037535503,50,23,0,42,0,2376
06037551204,461,156,0,64,7,2709
06037800338,4767,10,0,402,0,644
06037920313,2137,48,0,540,30,1951
06037543903,235,65,0,1428,43,2112
06037189400,2205,292,0,62,0,325
06037190802,1013,385,4,182,0,898
06037216800,1790,161,9,189,0,831
06037408139,7,1,0,621,0,3843
06037481711,117,6,9,3837,0,411
06037500402,91,0,0,506,0,4046
06037462201,1208,233,0,556,0,1529
06037219300,397,590,0,139,0,2558
06037482001,203,4,0,1720,17,429
06037900806,895,1432,0,252,12,1395
06037501301,674,18,0,109,0,2102
06037603200,324,264,0,1315,0,1067
06037134801,767,58,0,583,0,1365
06037463200,1104,85,0,923,5,1030
06037407102,71,5,43,793,0,4500
06037503402,1137,10,0,264,0,2267
06037533805,28,54,0,45,0,3756
06037571600,81,1317,0,40,0,642
06037294610,90,0,0,194,5,4044
06037460700,2752,93,0,1115,11,580
06037204420,62,83,0,10,4,2916
06037262706,2916,0,0,220,0,110
06037190303,1539,98,59,237,0,336
06037431100,1183,839,76,892,0,3791
06037461100,2020,709,0,224,0,2018
06037408136,235,329,0,1358,0,1740
06037190201,971,233,0,346,0,1901
06037401304,1486,188,0,1403,0,1752
06037650102,672,46,0,621,0,628
06037208302,433,516,0,558,0,3127
06037311000,1743,56,0,557,0,1267
06037132900,2135,38,2,330,0,1094
06037551900,1072,113,0,728,0,3376
06037203200,156,33,0,68,0,4722
06037203900,127,0,0,72,0,2640
06037535101,58,600,0,0,0,7257
06037125402,1933,384,0,280,61,952
06037143301,2096,121,0,149,0,807
06037183401,476,17,0,510,0,1485
06037265420,1169,18,0,207,0,71
06037462600,1328,54,0,243,0,543
06037701902,3848,290,0,384,0,422
06037134710,757,287,0,605,0,3506
06037402803,57,162,0,60,0,3189
06037104201,22,456,27,160,0,3660
06037296901,747,188,0,142,0,3072
06037240402,110,1228,0,99,0,2381
06037650607,498,306,0,1372,0,186
06037104322,81,2,2,29,6,1685
06037195100,3012,133,13,684,0,806
06037400603,1310,195,5,864,0,2447
06037555202,1833,44,0,551,0,980
06037109200,1052,87,0,1014,0,665
06037404100,537,0,0,493,0,5102
06037106643,2221,318,0,743,0,468
06037191720,321,285,0,341,0,2403
06037207305,483,85,0,173,0,158
06037231601,59,577,3,0,0,1476
06037600303,4,895,151,30,0,2846
06037122120,627,255,6,132,0,3321
06037571300,1711,474,0,510,0,1716
06037270102,759,58,0,743,0,482
06037408003,186,176,0,1237,0,2970
06037461200,2513,410,0,217,0,877
06037554002,433,731,0,514,0,4018
06037209401,185,530,0,714,1,2165
06037291130,126,471,0,541,0,1971
06037531902,27,0,0,55,0,3932
06037224310,247,48,0,247,0,1211
06037269903,1156,413,0,695,0,1015
06037534405,95,3,0,14,0,3813
06037701501,3068,404,0,524,0,203
06037236205,65,1404,18,0,0,1583
06037311802,1594,329,9,432,0,1622
06037403318,1107,633,30,2286,35,1628
06037408137,190,225,0,1673,172,1754
06037430301,2493,40,0,744,0,1102
06037432801,8,0,0,838,6,1455
06037500300,594,117,0,286,0,1488
06037920338,2583,330,0,1425,0,1072
06037199802,88,0,47,1066,0,763
06037267503,1272,18,0,465,0,411
06037543306,667,1034,0,2134,375,2060
06037701201,2729,0,0,396,0,165
06037403403,332,87,0,3783,56,701
06037310300,2059,0,0,444,0,291
06037123203,555,69,0,193,0,2063
06037272301,1838,108,0,473,0,521
06037269905,1132,175,0,540,0,346
06037275400,2773,99,0,608,0,600
06037103201,2269,122,0,322,6,1673
06037134901,1423,36,0,140,0,767
06037670413,2084,32,0,1987,0,354
06037910214,1223,743,0,482,0,2831
06037104310,57,50,0,4,0,4251
06037480702,1126,75,0,2013,0,1092
06037701000,3673,208,0,493,0,237
06037218400,583,570,0,199,0,2462
06037270300,642,677,0,146,0,925
06037405302,630,184,0,1035,0,3811
06037431900,542,0,0,2518,57,524
06037575001,1079,522,0,918,0,1466
06037650603,1667,158,0,1457,0,274
06037132001,1040,94,0,369,0,1044
06037531604,0,0,0,0,0,3050
06037576502,1207,1024,12,138,0,2345
06037190701,648,110,0,282,11,454
06037901216,1550,71,0,43,23,854
06037197300,1757,81,0,285,30,1195
06037620703,2321,24,23,458,0,443
