GEOID,White,Black,AIAN,Asian,NHPI,Hispanic
06037128601,1515,330,0,109,0,2630
06037216201,1087,277,0,760,0,279
06037542104,11,189,0,18,113,3711
06037271300,2342,154,6,1214,0,860
06037408212,223,37,25,2612,0,1788
06037433307,24,0,50,1035,0,1629
06037701802,2104,705,9,411,0,1325
06037901214,2547,383,0,155,0,1514
06037503000,119,245,107,423,0,4700
06037578000,400,577,13,832,12,3408
06037920330,2517,31,0,395,0,410
06037542105,0,454,0,20,0,4573
06037620101,2824,125,0,636,0,1227
06037980016,21,0,0,11,2,335
06037980026,0,6,0,0,0,9
06037551700,432,136,0,290,29,5238
06037209520,76,151,50,159,0,1937
06037551201,537,454,0,89,0,2461
06037551401,270,138,0,222,0,3381
06037600501,68,1867,0,25,0,419
06037404301,339,133,121,134,0,5474
06037128802,2115,465,0,737,0,896
06037482701,190,30,18,1388,0,2165
06037531901,80,0,0,11,0,6573
06037533803,781,19,0,78,15,4830
06037543304,151,5263,0,182,0,877
06037603005,221,1149,0,983,0,3368
06037620602,3472,0,35,911,50,496
06037242700,89,959,0,9,0,3666
06037274202,2477,116,0,229,0,574
06037554518,478,214,0,3560,0,541
06037134302,1572,94,9,943,0,1518
06037185320,266,8,0,128,0,2447
06037218702,248,582,0,129,0,1554
06037400501,1297,0,0,149,81,319
06037407802,130,44,0,551,0,2359
06037212303,262,199,21,895,9,2328
06037900609,582,1486,0,366,0,2597
06037901300,542,31,70,0,0,1181
06037402602,1049,35,30,505,0,3015
06037108101,1119,22,0,506,0,407
06037208501,262,52,0,1010,0,1085
06037480302,547,0,46,1708,0,1541
06037602505,201,1100,0,157,26,2962
06037700700,2843,1,0,7,0,58
06037920028,2623,312,0,2009,0,3289
06037407501,121,25,0,1040,0,2938
06037980001,0,0,0,0,0,0
06037117302,1873,284,0,1113,0,1508
06037221302,210,361,24,467,0,2189
06037131300,664,121,1,697,0,2763
06037531301,95,34,0,21,0,5300
06037901011,1637,871,0,373,0,1563
06037402303,301,79,31,252,0,3032
06037123700,2064,564,0,169,0,797
06037192520,430,333,0,887,45,3177
06037206052,841,191,0,1531,0,347
06037239501,41,922,0,56,0,2460
06037240902,12,535,0,0,0,3067
06037120400,1498,243,0,861,0,3218
06037604101,391,32,84,170,0,3079
06037670406,574,150,5,778,0,50
06037275102,719,128,0,329,0,2671
06037231720,111,344,0,117,0,4564
06037408006,266,10,0,2085,8,1459
06037104203,37,196,0,68,0,4625
06037540600,18,953,0,170,0,3227
06037543203,20,990,0,57,0,3014
06037552302,1248,234,0,678,38,1781
06037201602,217,5,21,286,0,2198
06037219901,471,706,0,88,0,3852
06037101300,3030,69,0,219,0,657
06037240600,6,1098,0,3,0,3241
06037297001,934,0,0,85,23,410
06037430502,3379,140,65,1252,0,1260
06037431701,1529,71,30,4050,0,180
06037143401,3383,352,0,401,0,653
06037212502,537,228,0,1349,0,1036
06037650401,1730,88,0,1481,0,814
06037143602,3587,107,61,467,0,431
06037502602,223,208,0,100,0,3601
06037222100,327,571,0,267,0,2562
06037502200,690,10,51,161,0,6141
06037117202,721,150,7,747,0,1115
06037127103,752,326,0,373,0,1798
06037117520,274,73,0,216,0,3707
06037243001,1,316,0,0,0,2843
06037533806,322,0,10,0,0,2975
06037980022,0,0,0,0,0,0
06037543705,121,88,0,950,0,1774
06037203300,255,119,0,315,0,1376
06037239802,97,719,0,63,0,4406
06037402403,801,178,12,419,0,3729
06037141303,1871,65,0,258,13,358
06037272201,1213,66,0,160,0,491
06037301902,2557,20,0,323,0,238
06037800506,2300,23,0,160,0,240
06037900901,1067,515,0,137,0,1378
06037403325,705,102,0,3259,0,728
06037214503,1645,125,0,1077,0,418
06037431002,1243,110,0,446,0,1189
06037650001,1293,144,0,2815,0,1352
06037910717,223,220,0,0,0,1810
06037183300,626,9,0,425,0,1903
06037408135,377,142,27,2419,0,1284
06037910218,1870,516,0,141,0,1697
06037620801,2482,25,0,1010,0,205
06037700501,3294,145,15,180,0,297
06037124400,2677,15,0,94,0,1536
06037577606,2279,109,0,190,19,1077
06037269907,1011,366,0,669,27,227
06037534900,10,0,0,17,0,6106
06037199400,292,199,0,1213,0,2662
06037543605,786,219,0,1590,8,1310
06037576402,276,394,0,448,15,2960
06037600704,326,2118,25,84,0,323
06037123206,224,28,0,19,0,2082
06037127210,1052,303,0,698,0,3100
06037232701,13,350,0,11,0,1908
06037401203,1591,138,14,509,0,2189
06037541300,26,1265,0,129,0,4024
06037900608,398,727,0,80,13,2568
06037227010,66,245,0,0,0,3968
06037503901,606,7,10,717,0,866
06037573202,382,889,36,1696,0,3502
06037535001,39,134,17,0,15,3946
06037197600,737,14,0,183,0,1135
06037215102,1730,611,0,235,0,478
06037241300,47,878,0,1,0,1405
06037134802,957,234,0,613,0,1063
06037463400,2007,353,0,1576,21,1539
06037701202,2703,0,0,224,6,174
06037575803,886,218,0,320,0,1061
06037910404,695,697,195,230,0,2419
06037311300,2032,82,82,327,0,1105
06037554203,384,451,0,457,0,2314
06037620501,2602,357,0,1164,0,961
06037119003,137,7,0,283,0,2905
06037302202,3108,136,18,447,44,1095
06037576302,590,348,0,252,0,1767
06037123602,1670,100,0,120,0,1006
06037543322,326,4858,0,212,220,891
06037603006,82,108,17,963,0,696
06037432102,663,22,0,4034,0,679
06037534101,66,0,0,0,24,1808
06037185204,702,92,0,465,0,580
06037265701,1159,59,0,265,0,292
06037542000,21,1366,0,118,0,3736
06037573003,312,243,0,303,0,655
06037143500,4021,171,25,140,0,499
06037554516,612,34,0,2709,0,240
06037214504,1105,326,15,1460,0,533
06037292002,448,35,0,357,0,1100
06037106010,746,28,0,52,15,3042
06037482002,745,1,0,3818,0,2072
06037621104,4456,46,0,519,0,825
06037500203,1727,26,0,135,0,2068
06037408623,400,167,23,2041,8,445
06037209201,614,800,0,1185,0,574
06037601100,181,2851,0,470,124,3450
06037211123,261,40,15,1285,0,174
06037502003,217,27,0,10,0,2324
06037553502,449,340,0,224,0,2483
06037239320,0,207,0,0,0,2737
06037503705,830,294,0,1036,0,464
06037531101,23,0,0,0,0,4501
06037910707,741,717,135,82,0,3415
06037462900,1163,219,20,783,0,1232
06037571000,2885,67,0,566,24,1500
06037229420,11,319,0,9,0,4263
06037239201,24,438,0,22,0,2876
06037480803,489,0,0,895,0,1378
06037533403,36,49,0,22,0,2214
06037535603,7,178,0,47,40,3466
06037540902,43,2164,0,0,3,1998
06037702700,1790,192,15,470,69,570
06037910712,438,340,0,126,0,2309
06037120104,270,195,58,429,0,1558
06037482303,88,0,0,3229,0,1449
06037482502,123,49,0,2449,0,892
06037572202,709,313,0,728,0,1496
06037139303,2464,362,0,474,6,1234
06037208801,421,573,0,663,0,1584
06037236102,153,2543,0,112,0,677
06037603705,168,1357,0,26,0,1077
06037111402,2685,18,0,920,0,2322
06037242000,64,832,0,129,0,2986
06037269000,2918,335,0,789,0,521
06037293205,221,241,0,558,0,2196
06037576301,700,1128,17,258,44,2441
06037203100,67,77,7,93,0,3975
06037213401,71,84,0,937,0,3481
06037407801,659,208,0,1046,0,3235
06037534202,126,59,0,27,0,4631
06037119400,383,65,0,408,0,3717
06037122000,2329,10,0,689,0,2262
06037554101,249,189,0,511,0,2591
06037530005,286,7,0,1938,0,1138
06037571101,2473,146,0,314,48,1713
06037620002,1913,152,0,510,0,562
06037621400,2752,51,18,743,0,645
06037195710,972,327,5,574,26,2237
06037224702,1009,65,0,878,0,415
06037275313,1976,19,0,378,0,890
06037431300,758,132,4,660,0,951
06037201200,259,0,0,205,0,2143
06037531602,34,6,0,0,0,3707
06037577100,4218,376,0,297,0,2095
06037980037,0,0,0,0,0,0
06037221500,468,412,9,194,63,2339
06037620301,3084,34,0,385,0,486
06037535803,29,0,0,7,17,3496
06037554001,1036,200,0,499,33,2399
06037570502,344,1206,0,1127,225,3035
06037195400,2775,179,0,365,92,676
06037242100,0,406,0,54,0,1888
06037294302,168,234,0,179,0,3833
06037264306,1239,0,0,243,0,152
06037404201,320,24,1,373,0,2803
06037573300,111,544,0,924,0,2120
06037408725,459,164,26,3271,55,1840
06037920342,71,0,0,166,0,2850
06037124104,674,139,0,29,0,1821
06037503302,1224,33,0,383,0,4404
06037900104,1270,435,0,170,0,4772
06037408724,73,0,0,1521,37,3766
06037269700,2072,123,8,283,12,920
06037530007,605,0,0,1257,0,4492
06037577501,2506,41,7,204,0,471
06037141202,2237,53,24,271,24,321
06037264304,1656,144,0,268,0,160
06037407302,94,4,0,393,0,2908
06037543201,57,892,0,27,0,2541
06037604002,846,240,5,403,21,2057
06037237201,81,616,0,0,0,3006
06037238310,62,875,0,86,0,4079
06037570601,580,544,0,662,0,4027
06037604001,731,147,0,156,10,3438
06037800406,1464,31,28,104,0,207
06037128500,2569,137,14,299,0,970
06037139200,4045,169,0,356,0,874
06037405102,71,146,0,1279,0,3354
06037462500,2544,263,0,1748,0,1453
06037702400,2402,61,0,591,0,1473
06037901010,1979,674,19,125,0,2474
06037113101,2174,120,0,531,0,553
06037206202,207,130,15,1059,0,275
06037127920,2218,55,0,176,0,1885
06037185310,257,47,0,212,0,2350
06037228710,44,257,0,8,0,3749
06037503301,680,19,107,187,0,2378
06037530500,211,10,0,141,0,3639
06037910814,1933,3,0,111,0,896
06037231710,36,536,0,7,0,3402
06037294120,10,130,4,100,0,2374
06037104404,47,0,0,20,0,3307
06037408624,485,1,0,1757,0,753
06037554521,1279,573,0,2410,19,1359
06037234901,52,1785,0,86,43,933
06037432002,934,8,0,3239,0,1026
06037670603,709,8,0,873,0,205
06037910215,1209,1078,0,840,49,3508
06037910706,464,924,103,339,24,4940
06037115401,1802,427,0,1019,0,2316
06037222002,295,945,0,92,0,3317
06037232200,63,861,0,36,0,2634
06037406702,1274,113,4,1863,0,3706
06037433306,116,70,78,969,0,1623
06037433403,89,0,0,1119,0,3652
06037139703,2093,35,0,158,0,53
06037573004,415,945,32,260,0,3122
06037137202,1788,283,21,638,0,505
06037189102,2628,66,10,585,23,322
06037192620,241,169,0,755,0,2176
06037302401,3068,57,22,1203,0,3278
06037501001,154,0,16,13,0,2832
06037104823,46,143,0,354,0,2639
06037143605,1016,223,0,257,0,236
06037207103,233,37,0,1534,0,295
06037620901,1734,13,0,311,0,394
06037212610,464,155,0,1761,0,1685
06037301204,3177,172,0,614,0,686
06037106510,725,113,0,1188,0,3249
06037530902,68,0,0,100,0,3577
06037570202,259,1400,3,604,58,4331
06037190520,1245,259,0,579,0,1269
06037275500,890,76,0,445,0,3323
06037302102,3412,153,0,661,0,1536
06037554406,1223,1006,8,762,0,1637
06037554900,1084,608,0,2808,296,2309
06037238200,147,5098,0,1,15,1499
06037401601,2762,73,13,248,0,1757
06037128101,1162,297,8,139,0,1179
06037602202,391,291,0,319,0,1689
06037910719,225,1349,0,3,0,2969
06037189501,1691,197,0,79,0,185
06037407701,59,159,24,762,0,3404
06037403317,928,357,0,1816,35,1858
06037533201,3,0,0,0,0,2154
06037132101,1447,82,0,166,0,2191
06037265702,2662,28,0,88,0,195
06037501700,1158,23,0,135,0,2385
06037189907,1389,246,0,285,0,521
06037190101,782,251,30,111,0,207
06037402601,538,15,0,129,12,2131
06037501002,439,0,0,457,0,3682
06037577504,1061,33,0,87,0,117
06037199120,306,121,0,1051,0,2215
06037234700,123,1985,0,48,0,1227
06037531302,60,0,13,80,0,5475
06037188202,1538,400,0,587,0,350
06037405701,438,163,0,807,0,2179
06037464101,524,0,0,1546,0,40
06037700102,2994,410,19,175,0,594
06037980031,407,137,16,49,10,341
06037278001,988,148,0,377,0,710
06037403305,91,0,7,1959,47,173
06037554404,303,633,7,626,90,2641
06037980007,0,0,0,0,0,0
06037214800,1925,192,0,171,0,119
06037481902,265,178,11,1296,0,1490
06037432300,254,0,0,1736,10,1960
06037621201,4233,287,0,758,29,1161
06037109603,402,74,0,567,1,2957
06037300400,2401,26,0,1634,0,944
06037300702,4340,0,0,536,0,419
06037500204,1541,40,93,331,0,290
06037221120,18,29,0,171,0,2722
06037503801,940,66,23,562,80,1792
06037910502,213,516,0,75,0,3480
06037218900,398,1878,0,295,0,2661
06037277200,453,303,23,289,0,505
06037408133,229,688,11,1597,0,3278
06037430600,1359,0,29,2021,0,405
06037670003,3359,3,0,821,91,1220
06037207501,503,150,0,858,0,551
06037234902,274,2098,14,43,0,1915
06037405702,689,127,0,1001,0,3184
06037553504,367,380,0,17,0,3815
06037134303,2537,18,0,1067,0,1682
06037570306,222,330,0,592,0,1682
06037920045,2705,27,0,338,0,1246
06037123020,447,44,0,145,0,2096
06037141306,2201,63,0,223,0,588
06037533401,23,0,0,0,0,4495
06037542402,13,1079,0,9,0,2821
06037651222,2187,279,0,2391,0,1088
06037570703,661,328,0,688,0,1123
06037600601,36,2229,6,7,0,242
06037128303,361,176,0,55,0,2784
06037206020,1379,2633,4,238,27,3541
06037262704,2713,15,0,227,0,221
06037602106,537,1014,0,667,0,3684
06037650904,509,136,19,1315,8,212
06037137401,3147,395,0,233,0,661
06037401201,1299,29,0,363,0,1630
06037432502,203,0,0,1140,0,2796
06037434100,191,44,8,1276,0,4336
06037534403,113,0,0,0,0,3198
06037300503,2108,1,224,1051,47,894
06037503106,663,0,0,232,0,2948
06037554801,371,65,0,377,0,2033
06037601302,839,2818,0,175,0,2223
06037101221,1725,150,0,390,0,1428
06037124203,547,69,0,163,0,1168
06037133101,992,34,0,63,0,557
06037124300,1071,83,0,224,0,1634
06037402002,1792,272,0,359,0,1405
06037408134,276,24,0,1427,0,870
06037433505,24,36,0,1259,156,2486
06037265303,1318,232,0,1622,120,771
06037403721,1101,543,5,575,0,3184
06037104108,60,393,0,240,0,4124
06037122121,316,81,0,205,0,2108
06037264305,3153,9,0,227,0,852
06037113234,1090,353,0,781,0,3416
06037127711,913,160,0,275,0,1714
06037194402,2299,95,0,389,0,207
06037620303,3432,11,0,682,0,299
06037430902,1073,312,6,1281,0,2199
06037234301,102,1526,16,25,26,70
06037480101,445,3,0,2682,0,918
06037552602,253,127,13,1069,21,1922
06037123301,1327,221,0,867,0,1380
06037404806,214,79,0,1122,0,4409
06037532500,71,238,0,62,0,3323
06037571504,1734,638,0,904,0,1508
06037900602,1006,853,0,40,142,3188
06037111303,2306,93,0,665,0,1343
06037103102,2910,13,0,349,0,1039
06037121010,1540,1,0,243,0,3334
06037550901,572,260,0,566,0,3220
06037554600,545,307,0,1267,7,1722
06037207101,642,458,53,1652,0,465
06037402804,86,162,9,213,0,3575
06037530802,148,0,0,199,0,2853
06037551203,333,34,0,444,0,3266
06037920029,1720,72,12,161,0,1688
06037102103,1625,51,0,241,0,102
06037134201,896,87,0,1441,12,1483
06037262303,2519,30,0,57,0,100
06037291110,35,1886,23,6,0,2164
06037501200,677,0,19,202,0,3686
06037573002,163,486,0,266,0,2271
06037188300,1304,10,0,1038,0,644
06037650004,606,360,0,1824,0,1413
06037900509,1082,906,0,126,0,1881
06037106020,380,220,0,423,0,3664
06037302004,2637,47,0,486,0,971
06037403702,1506,127,0,726,0,1737
06037504002,1799,47,11,534,0,2825
06037128302,716,297,0,405,0,3106
06037190402,1302,139,0,371,0,473
06037220100,164,1305,0,112,0,728
06037404302,348,131,0,70,0,1826
06037102105,300,22,17,161,0,1096
06037265201,1653,85,0,418,0,224
06037276605,1879,146,0,97,10,322
06037404903,64,37,0,796,0,1772
06037554512,703,158,12,4024,0,1223
06037534700,44,0,18,25,0,4078
06037910607,700,348,0,92,0,3085
06037213320,180,155,16,749,0,1371
06037234502,106,1511,0,73,0,891
06037604102,315,77,0,220,0,2039
06037228320,16,101,0,0,0,3303
06037125404,1057,895,0,247,0,582
06037143901,3147,32,0,252,0,345
06037211124,249,57,0,2455,0,1463
06037920015,4006,197,0,388,17,1343
06037127104,1324,107,0,257,0,2565
06037127400,854,124,12,221,0,4213
06037224410,673,202,0,352,0,1468
06037231603,17,517,0,15,0,2278
06037271801,1164,109,0,479,19,1421
06037272100,2604,88,6,331,15,1070
06037189202,2235,58,0,253,0,390
06037209820,132,41,0,57,0,2244
06037111100,851,30,4,581,0,1429
06037320300,194,110,40,173,0,6058
06037402405,57,220,0,68,0,2042
06037407902,92,34,0,718,18,733
06037482702,96,0,5,1474,0,786
06037574400,3581,104,0,492,74,1010
06037108103,1735,115,0,802,0,257
06037310602,1935,51,0,199,0,394
06037541500,52,802,0,0,0,4251
06037533804,68,0,0,30,0,3568
06037201302,811,371,0,1839,0,774
06037221220,115,44,0,153,17,2390
06037404805,99,0,0,769,0,2052
06037670326,1868,0,0,981,0,220
06037910210,2873,492,0,1040,0,2568
06037920339,3010,663,0,1989,0,2000
06037131702,910,178,0,399,0,2116
06037296220,489,610,0,390,20,2528
06037800325,3110,6,0,183,0,260
06037201301,423,180,3,692,0,2047
06037302302,1884,114,0,786,0,2461
06037901101,2588,811,0,34,11,2109
06037602003,71,416,0,49,0,3684
06037670002,1110,116,15,488,18,1351
06037408900,2274,150,13,703,0,1951
06037602801,77,1544,66,2,12,2489
06037137203,1169,2,0,336,0,767
06037480011,741,148,0,2359,0,1803
06037920041,831,472,0,325,0,1225
06037311500,2616,322,64,695,17,1314
06037191302,608,141,0,460,0,573
06037203720,65,0,32,42,0,3378
06037236101,71,1420,0,519,0,435
06037552601,259,189,0,68,0,4576
06037600602,6,430,0,27,0,2146
06037214501,1139,264,0,1502,0,409
06037234600,142,2610,0,79,0,1455
06037221110,146,50,0,369,22,2450
06037109800,1639,63,273,318,0,2227
06037320102,110,4,0,45,0,3515
06037431004,985,51,0,590,0,1668
06037920049,3520,215,0,581,63,1438
06037980039,0,0,0,0,0,0
06037135102,2030,315,0,454,12,691
06037181500,1212,45,0,784,0,1478
06037462400,1596,143,20,468,0,1375
06037703003,2080,1301,0,1461,0,620
06037402501,86,251,0,157,0,4340
06037553802,531,543,9,438,0,5104
06037302002,2330,46,0,644,18,923
06037102104,2822,59,9,472,0,532
06037117405,168,29,0,32,0,2787
06037122122,189,132,0,34,0,2193
06037228500,30,1071,8,0,0,3727
06037570403,112,297,88,184,0,3184
06037571102,1398,295,9,515,0,1320
06037532303,48,82,0,127,0,3833
06037620305,4973,0,9,472,15,294
06037553901,240,556,0,178,6,5379
06037267201,1577,15,0,642,0,297
06037401707,1442,470,11,1320,0,4969
06037430721,859,49,0,1782,0,544
06037400403,1626,197,0,318,0,1831
06037191204,381,159,0,264,0,699
06037300901,3725,202,0,813,28,389
06037604200,462,1074,0,46,11,3956
06037621102,2275,41,0,362,8,352
06037265100,1864,151,0,30,0,76
06037553400,223,196,0,124,98,2787
06037980008,0,9,0,0,0,64
06037101222,1182,14,0,38,25,1274
06037120106,107,22,0,510,34,3567
06037207400,559,356,13,567,0,719
06037264102,2001,0,0,478,55,255
06037294421,246,270,0,331,0,1738
06037901012,1635,542,0,779,0,2838
06037217102,937,704,0,243,0,672
06037219010,383,785,5,26,0,1764
06037603102,293,341,14,1223,0,1473
06037271702,1368,265,15,1358,0,949
06037702900,5658,397,0,868,62,899
06037980013,0,0,0,0,0,0
06037132301,534,460,0,576,0,1955
06037208710,302,327,95,2445,0,1581
06037212204,177,192,0,748,0,2527
06037480102,779,15,0,2245,0,806
06037124902,1421,338,0,485,0,638
06037276606,1654,110,0,415,0,1115
06037502801,868,22,0,355,0,5090
06037210010,134,30,75,481,0,2463
06037700901,2765,43,0,760,0,236
06037702501,2995,2,0,818,0,496
06037702102,4019,78,0,382,0,479
06037113239,485,106,20,265,12,1224
06037500100,1367,203,0,667,0,949
06037920331,2345,105,55,263,4,650
06037106649,268,25,9,481,3,1860
06037920034,1446,490,0,408,104,1681
06037111304,351,360,0,563,0,1520
06037183104,546,24,0,328,0,909
06037228600,2,160,0,0,0,4455
06037531702,104,15,13,17,0,4683
06037900103,1889,500,9,50,0,3931
06037920104,1495,14,0,267,0,854
06037228720,14,599,0,0,6,4290
06037405301,457,2,0,727,0,1774
06037536000,32,30,34,8,0,3078
06037191902,1903,46,2,357,0,298
06037190902,912,257,0,168,24,2540
06037211802,612,110,49,1738,0,1814
06037402101,129,584,0,461,0,3627
06037551002,907,0,0,199,0,3188
06037301000,3386,46,0,683,0,1044
06037431502,781,73,0,2161,0,1396
06037503201,558,0,0,331,0,2951
06037120108,471,67,0,695,0,3278
06037216100,1067,365,0,341,5,476
06037301206,3938,190,0,700,0,606
06037462202,1270,138,0,858,0,700
06037481713,149,15,0,2046,0,460
06037800412,2929,10,0,85,0,338
06037434004,253,42,0,441,0,2400
06037463500,2774,173,58,1307,0,1368
06037920047,996,304,0,246,0,5014
06037310601,2817,836,0,930,0,1747
06037232120,38,1026,0,9,0,3810
06037431800,1200,138,22,3127,0,647
06037570003,1654,200,0,434,0,1309
06037603801,572,536,10,735,0,2987
06037124500,1551,135,0,189,0,589
06037239702,53,1245,0,0,0,3389
06037430003,1749,126,0,994,0,1757
06037910501,481,2071,0,24,0,3084
06037920050,778,27,0,5,0,138
06037601600,41,63,0,99,221,3623
06037124700,3754,490,0,278,14,509
06037620522,2418,42,0,813,0,851
06037800333,1520,40,0,324,0,115
06037123104,1526,187,10,522,0,2240
06037212305,90,106,20,507,0,1943
06037702201,2620,162,0,318,0,730
06037186301,513,111,0,284,0,1658
06037621005,4030,19,0,158,0,281
06037920343,769,465,0,241,0,2524
06037541604,11,523,11,1,0,4611
06037602507,157,2330,1,228,6,1877
06037900701,758,1373,20,133,28,2463
06037543704,299,69,17,825,28,1619
06037235100,401,2675,0,233,0,475
06037543905,114,493,0,248,0,3409
06037551501,626,167,0,320,33,3525
06037570303,278,888,0,310,0,2468
06037570404,143,513,0,171,15,2802
06037117201,598,108,0,625,0,2441
06037573201,242,316,0,658,0,2620
06037293206,247,388,0,469,0,1511
06037113425,572,303,0,546,0,2654
06037273403,947,93,0,31,16,202
06037405202,84,36,11,958,0,3119
06037433103,163,18,0,2974,0,3533
06037216301,1085,12,0,91,0,128
06037910810,1702,141,53,252,0,598
06037239502,12,494,1,24,0,3133
06037401706,1190,135,0,683,25,2270
06037601401,729,1936,59,234,0,3100
06037125501,1735,368,14,136,0,552
06037541003,328,2436,0,170,0,1364
06037575201,187,269,0,1472,0,2160
06037542401,129,1468,0,0,64,2709
06037127806,595,180,0,334,0,2480
06037291120,32,504,0,93,0,1407
06037293204,340,159,0,774,0,2408
06037901218,926,230,0,563,0,564
06037403402,302,48,0,1973,91,749
06037900606,758,1595,0,0,0,2212
06037213201,137,57,81,1756,0,2020
06037301400,2946,0,0,181,0,557
06037432201,467,8,79,3433,0,575
06037208301,71,29,0,66,0,1511
06037601802,163,0,10,144,0,3104
06037221601,195,365,0,200,0,2444
06037463900,1828,59,21,567,0,442
06037481901,519,86,4,1973,0,2906
06037275200,1111,164,0,645,0,1674
06037532001,143,0,0,103,0,2837
06037554106,527,399,0,581,0,2219
06037113102,1316,58,0,541,0,646
06037124903,1976,570,12,233,35,861
06037621001,3257,0,0,367,0,440
06037620400,2968,56,0,1389,0,460
06037530101,517,51,29,398,0,4076
06037575902,1478,798,0,523,0,1625
06037131021,708,218,0,335,120,1810
06037600304,49,956,0,0,0,2883
06037910606,349,131,0,193,0,2513
06037108104,1012,58,0,396,0,121
06037300902,1394,11,0,404,0,202
06037320201,104,11,0,25,0,3857
06037106520,245,191,0,90,0,4779
06037191110,2126,84,0,380,0,1105
06037552400,188,23,3,173,0,1922
06037101122,3036,25,0,544,0,413
06037278102,2128,109,0,212,0,363
06037534804,25,0,0,5,0,4261
06037432901,79,28,0,2578,0,1560
06037104703,203,169,0,45,0,1874
06037408402,1463,39,0,1437,0,3314
06037431200,714,269,0,531,5,4806
06037920114,2585,186,0,1187,0,1087
06037124600,2087,22,0,141,0,416
06037602105,412,944,79,110,51,2245
06037900508,797,644,0,110,0,1894
06037980036,0,0,0,426,0,180
06037201504,163,0,0,344,0,1556
06037221820,899,123,21,737,0,657
06037534501,65,0,18,27,0,5314
06037212800,449,175,0,1292,0,1369
06037224010,344,623,0,422,0,1477
06037208502,214,96,0,296,0,3194
06037199801,40,18,0,1043,90,2651
06037185101,925,32,0,215,0,1224
06037602506,142,1504,0,85,0,1957
06037104821,150,0,0,48,0,3249
06037113427,441,185,0,371,0,1366
06037181300,1206,26,3,956,0,1424
06037463800,2028,125,0,632,0,768
06037407400,58,51,12,506,0,1184
06037920328,1330,81,0,249,5,262
06037108204,643,75,9,915,0,108
06037910401,1301,909,0,560,0,2863
06037800410,2183,194,5,679,0,451
06037401602,2371,339,0,307,0,2294
06037404203,714,151,0,501,0,2636
06037532002,87,0,16,179,0,3045
06037534301,42,90,0,0,0,3896
06037702202,2825,17,0,240,0,529
06037128704,1570,63,5,221,0,351
06037189801,1573,121,27,43,0,294
06037434001,60,2,0,971,22,3475
06037600703,52,1419,0,31,0,11
06037211121,289,98,0,827,0,1056
06037267404,1818,123,0,774,0,545
06037408707,867,60,0,4757,5,731
06037183520,463,19,0,112,0,2800
06037243100,101,1349,0,10,0,3582
06037800411,1914,40,0,25,0,317
06037108203,1199,352,0,1278,0,249
06037212101,432,177,0,1356,0,565
06037109604,379,67,0,211,1,1929
06037134002,684,194,0,326,0,2482
06037197700,1024,133,0,1868,0,1434
06037262100,2139,0,0,429,0,64
06037404701,161,2,0,1057,0,4429
06037125600,1657,247,0,265,0,632
06037201503,234,42,0,207,0,2622
06037207711,935,313,0,1067,0,237
06037550802,167,28,0,92,10,1620
06037651102,1601,309,0,1593,0,345
06037240500,47,1119,0,21,0,5121
06037404000,911,88,0,556,0,2763
06037535002,30,120,0,7,0,3508
06037551102,417,225,0,103,0,4559
06037199001,21,0,0,788,0,1466
06037553601,99,252,0,147,0,3982
06037183701,705,34,0,195,0,2445
06037403324,461,62,56,4649,0,618
06037430302,2616,85,0,635,99,1148
06037432501,249,13,0,1637,0,2274
06037460200,1904,1400,0,268,0,1627
06037555211,136,9,0,512,24,4799
06037104403,34,0,0,89,0,2169
06037231302,233,657,0,51,0,1922
06037402504,70,161,0,389,8,1667
06037201401,395,31,6,443,0,3205
06037403321,1032,93,0,2551,0,1403
06037121102,938,63,0,109,0,1024
06037291300,280,309,0,1393,0,863
06037920039,619,27,0,138,0,757
06037186100,1673,27,10,895,0,1714
06037218120,181,523,0,484,0,2383
06037481002,765,67,78,2352,0,2410
06037269100,3080,62,0,252,0,451
06037271200,860,258,0,382,40,795
06037502303,356,283,0,25,0,7533
06037502604,145,0,183,32,0,3301
06037109700,1443,33,0,738,65,1564
06037221304,127,701,0,587,0,2267
06037239701,9,668,0,85,0,3259
06037187102,749,93,0,1432,0,1958
06037262501,3344,11,0,183,0,58
06037111206,2129,218,28,818,0,929
06037228220,63,304,3,13,0,4043
06037575202,136,254,0,1039,0,2600
06037265203,1348,177,0,334,0,75
06037573902,1331,53,0,299,0,406
06037139504,2888,183,0,108,0,440
06037212701,290,227,10,1194,0,496
06037480202,611,0,0,1392,0,611
06037133000,1364,47,0,222,4,2371
06037135116,966,15,19,130,0,237
06037120020,303,105,13,841,28,2586
06037218800,226,649,0,372,0,1356
06037431400,660,26,190,1507,23,1334
06037191120,1058,231,13,330,0,1992
06037534302,36,37,0,11,0,3729
06037554802,800,139,0,3703,31,1172
06037195903,682,62,0,277,0,901
06037209510,128,121,0,758,0,1593
06037430400,1032,56,44,2288,0,775
06037900703,1226,2005,16,164,0,1587
06037104204,422,145,38,187,0,2932
06037111201,939,43,0,619,0,1644
06037123601,2697,159,0,187,0,2173
06037199900,48,0,0,457,0,1749
06037208402,282,55,0,373,17,1740
06037574100,2401,350,7,619,7,1246
06037207102,340,249,0,1782,0,798
06037302506,1942,31,0,325,0,968
06037320202,412,8,0,79,0,5445
06037541802,43,849,0,0,0,4195
06037554301,451,232,0,181,0,2554
06037235201,109,1390,0,3,0,1135
06037501503,822,67,47,113,6,4103
06037535502,120,37,0,0,0,4756
06037204810,42,24,0,28,0,4733
